Y;FOLD;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127
5;3;-0.0059145809999999995;-0.0041389109999999995;-0.0005428851;0.003489608;0.001409457;-0.007744609;-0.01362096;-0.01459605;-0.01424104;-0.01345656;-0.007689982;-0.001351084;-0.0039008809999999997;-0.006647453;-0.006077766;-0.00255935;0.0036138359999999996;0.001100876;-0.001726151;0.001531361;0.000343686;0.0003156778;0.003154938;0.00358997;0.003908347;0.0038349490000000003;0.005438504;0.00715756;0.004773999;0.004065049;0.008578893;0.01266003;0.01145131;0.008438243;0.003287705;-0.005848621;-0.004732767;0.003878565;0.003911876;0.006074901999999999;0.0116915;0.0105467;0.00785277;0.005076829000000001;0.006815634;0.01149356;0.01039708;0.0107033;0.01004789;0.006209734000000001;0.007604412;0.007845356;0.004790369;0.002445396;0.001235987;0.005392138;0.008540296;0.001849718;-0.004121458;0.0014578570000000001;0.005746104;-0.00029966709999999997;-0.004886324;-0.003397195;0.001053255;0.001227295;-0.006004361999999999;-0.008042814;-0.006045211;-0.005614841;-0.00293945;-0.0013499620000000001;0.001680984;0.003860562;0.0007004927000000001;-0.001355933;-0.003865603;-0.0031004340000000004;0.002034798;0.00191186;-0.0002527149;-0.0022424710000000002;-0.004317535;-0.0071948509999999995;-0.01268424;-0.01146728;-0.00675649;-0.005141939;-0.002170144;-0.005914338000000001;-0.01268042;-0.01040767;-0.006662952;-0.003185698;-0.0005089494;-0.0028946759999999997;-0.006234218000000001;-0.01080015;-0.01102115;-0.005668005;-0.003917785;-0.001011636;0.00021672009999999998;-0.0025598279999999997;0.0004190649;0.000559708;-0.001983923;0.0007610699;-0.001848909;-0.007844772;-0.009795950999999999;-0.008854368;-0.004676575;-0.0024192320000000003;-0.0013748710000000002;-0.0010942039999999999;-0.007384435999999999;-0.01219319;-0.009649445999999999;-0.007768295;-0.01030535;-0.0126113;-0.01272897;-0.01320838;-0.01260342;-0.01144203;-0.0120302;-0.01278381
5;3;0.002996058;0.00042548019999999996;-0.0017524860000000001;-0.002626662;-0.00039300690000000003;0.0030175370000000003;0.003711527;0.0027484090000000003;0.002479943;-0.000647986;-0.004378498;-0.004463447;-0.005402285;-0.007231584;-0.002298489;0.006096043000000001;0.009313729;0.008637403;0.005420091;0.0034129679999999997;0.003603411;0.0034107990000000004;0.005874605;0.005999794;0.00658011;0.007801753000000001;0.001242499;-0.0014360310000000002;-0.001368255;-0.003604136;-0.002024436;-0.001177405;0.0005045334;0.001333099;0.00343822;0.008104538;0.002552717;-0.002382414;0.0022579;0.005199312;0.005897183;0.005846743000000001;0.002762621;0.001732923;0.006985448000000001;0.01013372;0.00895107;0.007229368000000001;0.001114042;-0.00351525;-0.0005974769;0.002328262;0.0007087686999999999;0.000738545;0.0033851190000000002;0.002574029;0.003102175;0.0036093740000000003;-0.00031029310000000004;-0.001113349;0.0006237569;0.002301397;0.002297385;0.001567649;0.002373217;-0.004166122;-0.009559368;0.000495425;0.01226367;0.01219097;0.005855351999999999;-0.0018441929999999998;-0.008705112;-0.00122857;0.01330338;0.01336716;0.009187853000000001;0.003860236;-0.005103804;-0.002283083;0.0029002790000000004;0.001523316;0.002667857;0.002526913;0.0009434036999999999;0.001362186;0.001653491;0.00159997;0.0002116409;-0.0007585507000000001;-0.002145441;-0.0046156009999999996;-0.005528712;-0.006646292;-0.0037036779999999997;0.0003100498;-0.00333652;-0.004888588;-0.0009541755;0.0005992664;-0.0010247680000000001;-0.003900926;-0.006561544;-0.009057406;-0.0074059090000000005;-0.004334047;-0.007013449000000001;-0.007857408;-0.005614269;-0.005842396;-0.006093159;-0.007588381;-0.009292458;-0.008732271;-0.009950444000000001;-0.01446111;-0.01881881;-0.01754788;-0.01172156;-0.008020586;-0.006602335;-0.006283266;-0.006518645;-0.0051270529999999995;-0.004944368;-0.006828751;-0.009403116999999999;-0.01300563
5;3;0.0024239220000000002;0.0006868433999999999;-0.001094677;0.002880068;0.0036008;0.005428309;0.005812207;0.00015492780000000002;-0.001584717;-0.001230253;-0.0007136321000000001;0.00140496;0.0010189110000000002;-0.0031606790000000004;-0.005300488000000001;-0.001637821;0.001273368;0.0002971832;-0.001283887;-0.0006989652;-0.0010225969999999999;-0.005685327;-0.008804031;-0.007375688;-0.003117157;0.0005806032;0.00108262;-0.0001664045;-0.002137273;-0.00013279819999999998;0.0035232790000000003;0.0002144089;-0.004871497;-0.005421335;-0.005792751999999999;-0.006122872;-0.003771092;-0.0014723370000000002;0.0007705736;-0.0003841423;-0.004035601;-0.001830587;7.302173e-05;0.0019569360000000003;0.0061970459999999995;0.001566064;-0.006803835;-0.009700691;-0.005534868;-1.3698530000000001e-05;-0.004824139;-0.00812161;-0.002469963;-0.0013949729999999999;-0.003310488;-0.003452273;-0.0027285729999999998;-0.0013237429999999998;-0.001736286;-0.0003901919;0.001816575;0.0001220837;-0.002908242;-0.005029028;-0.0032579279999999998;-0.00035740980000000005;-0.002169074;-0.004546692;-0.00695195;-0.00945394;-0.006503298;-0.003444366;-0.004418007;-0.004202707;-0.0037373;-0.00250853;0.0028494279999999998;0.008432946;0.008819071;0.0036715209999999996;-0.0007209908;-0.003051902;-0.007605688;-0.008793663;-0.004294918;-0.0025751520000000003;-0.00385039;-0.003186821;-0.001474291;0.00018818119999999998;0.001514371;0.002909963;0.004899632;0.0045310559999999995;0.0018594120000000002;-0.0014890139999999999;-0.006401326999999999;-0.008410396;-0.004906192;-0.002677451;-0.0019727810000000003;0.001616008;0.001593029;-0.003089993;-0.003957078;0.0001447272;0.003398585;-0.0027565840000000003;-0.009371998000000001;-0.0023896729999999997;0.004106451;0.002913898;0.002289011;-0.001270803;-0.005122204;-0.0031081259999999997;-0.0012068439999999999;-0.0024023589999999997;-0.001181311;0.0026811490000000003;0.003276032;-0.0001070051;-0.003414733;-0.002536315;-0.0006339772;-0.0009178896000000001;0.001245148;0.0021299170000000003
5;3;0.0009687449000000001;-0.0021387520000000003;-0.003950164;-0.004044677;-0.002006581;-0.0015729479999999998;-0.0018163510000000001;-0.0006640565;-0.002207609;-0.004101185;-0.005783483000000001;-0.00585445;-0.0023177939999999998;-0.0005290003;-0.0002534853;-0.003718555;-0.008602762;-0.005398505;-0.0020541979999999997;-0.0026733190000000004;-0.002159684;-0.003683268;-0.005887155;-0.006176831999999999;-0.003983849;-0.000883197;-0.001268707;0.0007416942;0.004896713;0.002040702;-0.0005783752;0.002522676;0.004124320999999999;0.004987789;0.004745784;-0.00134744;-0.005982544;-0.003887288;-0.001118333;0.0001544808;0.0002978645;-0.0005755269999999999;0.0008756591999999999;0.004720157;0.007921262;0.00718322;0.0027700140000000003;-0.00034176110000000003;-0.002137144;-0.002782567;-0.0029395740000000004;-0.004690517;-0.00239984;0.001248768;0.0007375041000000001;0.001516571;0.004662503;0.00603608;0.0041196620000000005;0.0032032859999999996;0.0002655154;-0.005002080999999999;-0.00174015;0.0007358641000000001;0.0005510812;0.005044855;0.004402865;0.002722371;0.0008355625;-0.0027507779999999997;-6.034272e-05;0.002025152;0.00342157;0.0047363959999999995;0.002884463;0.003139402;0.0019376629999999998;4.481845e-05;-0.0002958838;-0.001063437;-0.0005171752;-0.002932072;-0.004106637;0.0018516670000000002;0.004871063;-0.0016044170000000001;-0.0068769619999999995;0.001480621;0.009195374000000001;0.002829279;-0.002121717;-0.002680145;-0.005013644;-0.0032741190000000002;-0.00182036;-0.002650638;0.0008873736;0.005092702;0.008219435;0.01172435;0.009659225;0.003706736;0.00186568;0.0002995602;-0.0022467;0.0015864370000000002;0.006236055;0.004557999;0.0016855770000000002;0.00197135;0.002731523;-0.0004480734;-0.002892154;-0.001483301;-0.0015819439999999998;-0.002397603;-0.003475663;-0.005247607;-0.004289868;-0.0009223575999999999;0.0036673;0.005804887;0.00224693;-0.0004922976;0.001838861;0.002950752;0.001070833;-0.0005560078
5;3;-0.0003314942;-0.004380541;-0.008784454;-0.007027436999999999;-0.0033614829999999997;-0.001750095;0.0004257017;-0.0016773860000000001;-0.001011209;0.001926806;0.001256827;0.0017504870000000002;0.00039994300000000004;0.002624932;0.008552264;0.008585231;0.004559255999999999;-0.002104612;-0.005361826;-0.005850718;-0.007119991;-0.004375036;-0.004117944;-0.004482765;-0.002580971;-0.005385071999999999;-0.005975161;-0.002146252;0.0006237488;0.00041524279999999997;-0.0003209086;0.002973194;0.003976282;0.0035540890000000003;0.005535137;0.005156155;0.005431106999999999;0.00522671;0.002090657;-0.002824161;-0.0065344980000000006;0.00029761720000000003;0.006768168000000001;0.00106611;-0.0011956080000000001;0.005176315999999999;0.008507254;0.006801422;0.0058906819999999995;0.005410408;0.002434968;0.001253157;0.0023830970000000003;0.0025192770000000003;0.004360297;0.006784845;0.00699608;0.007613204;0.007850975;0.00690767;0.006697979000000001;0.0051872970000000004;0.001344154;-0.003096063;-0.0031153459999999997;0.002078331;0.0009692633;-0.0027542;0.0005987069;6.211958999999999e-05;-0.001924321;0.0005707778;-0.001005766;-0.001117062;0.0004829168;0.0002324525;0.002524935;0.0004691962;-0.002163924;0.0005090678;0.0007548321;0.0001480339;0.001113153;0.0037653240000000004;0.005758605;-0.0002146768;-0.005245987;0.002771758;0.0107152;0.006096465;0.001682481;0.002012335;0.001251451;0.00330067;0.002868426;-0.00034002809999999996;9.211647999999999e-05;4.812707e-05;0.003231487;0.006481827;0.002558279;-0.0006603294;0.0001478386;0.0031819640000000002;0.004151923;0.003654455;0.005843195;0.004649138;0.0023703220000000002;0.0026071239999999997;0.0035457640000000003;0.007455863;0.008386543;0.0076276059999999994;0.01220046;0.01440508;0.008351244;0.00234175;0.006635555;0.01029186;0.0028500759999999996;-0.001250611;0.00034081650000000003;-8.016706e-07;-1.471262e-05;-0.0002510171;-0.0001696038;0.0002285039
5;3;-0.0031153459999999997;0.002078331;0.0009692633;-0.0027542;0.0005987069;6.211958999999999e-05;-0.001924321;0.0005707778;-0.001005766;-0.001117062;0.0004829168;0.0002324525;0.002524935;0.0004691962;-0.002163924;0.0005090678;0.0007548321;0.0001480339;0.001113153;0.0037653240000000004;0.005758605;-0.0002146768;-0.005245987;0.002771758;0.0107152;0.006096465;0.001682481;0.002012335;0.001251451;0.00330067;0.002868426;-0.00034002809999999996;9.211647999999999e-05;4.812707e-05;0.003231487;0.006481827;0.002558279;-0.0006603294;0.0001478386;0.0031819640000000002;0.004151923;0.003654455;0.005843195;0.004649138;0.0023703220000000002;0.0026071239999999997;0.0035457640000000003;0.007455863;0.008386543;0.0076276059999999994;0.01220046;0.01440508;0.008351244;0.00234175;0.006635555;0.01029186;0.0028500759999999996;-0.001250611;0.00034081650000000003;-8.016706e-07;-1.471262e-05;-0.0002510171;-0.0001696038;0.0002285039;0.00120028;0.002654475;-0.0002887077;-0.00246459;0.001658328;0.004182615;-0.0009327954;-0.005757427;-0.003512015;-0.002890233;-0.005178675;-0.003365487;-0.0014424079999999998;-0.0005931275;0.002392079;0.006521233;0.00887693;0.004884195;-0.001285058;-0.002384964;-0.0031606290000000003;-0.006225013000000001;-0.007503647;-0.006333836999999999;-0.0015927679999999998;0.0023394460000000002;-0.001293512;-0.004535494;-0.0009195322;0.001724711;0.0004192853;-0.001078232;-0.0028721159999999996;-0.003072021;-0.001142572;-0.002653939;-0.006881175;-0.009014821999999999;-0.00493524;0.0033923779999999997;0.0036239609999999998;-0.0008346989999999999;-0.0007568903999999999;-0.006003061999999999;-0.01296622;-0.007426637;0.001144939;0.002693022;0.001084482;-0.00150106;-0.001003735;-0.0003294797;-0.003801848;-0.003386728;-0.00242668;-0.00380602;-0.002178213;-0.0013440370000000002;0.000250482;0.001248425;7.289887e-05;0.0020213970000000003;0.00317184;0.003697895
4;3;0.004256605;0.002122528;0.0030801870000000003;0.004783933;0.00509821;0.0029768890000000004;-0.0002878775;-9.359286e-05;0.0001076807;-0.0011732910000000001;-0.000632655;-0.002160616;-0.004987897;-0.007777831;-0.01716982;-0.02594596;-0.0288869;-0.04082679;-0.05247241;-0.04181526;-0.03071628;-0.03240142;-0.01766837;0.008828148000000001;0.01604704;0.006909162;0.0011469610000000002;-0.0025105979999999997;-0.02057956;-0.04957215;-0.08527841;-0.1229749;-0.1433416;-0.1727112;-0.2134469;-0.2098979;-0.193034;-0.1932005;-0.1656072;-0.1503586;-0.1845659;-0.2079488;-0.2008879;-0.1713803;-0.1217984;-0.07676247;-0.04223874;-0.01181959;0.02326537;0.06219134;0.08265259;0.08259643;0.08467555;0.09354484;0.09694308;0.111013;0.1405123;0.1658398;0.188189;0.1933591;0.1907793;0.2056023;0.2127235;0.2108357;0.2085871;0.1944052;0.1786665;0.1685588;0.1622818;0.1547436;0.1459251;0.1364617;0.113586;0.07798601;0.04926197;0.0487267;0.06212347;0.06697026;0.069969;0.07362057;0.09260645;0.1145462;0.1091859;0.108744;0.1236734;0.1260734;0.1213473;0.1225517;0.1304557;0.1380741;0.1407367;0.1461903;0.1586902;0.1686649;0.1723126;0.169599;0.1601637;0.1550709;0.149186;0.1382897;0.132339;0.122321;0.09843203;0.06989275;0.06799958;0.08540143;0.08177887;0.0756041;0.07420114;0.07022263;0.08087401;0.08746072;0.08599949;0.08347841;0.07562966;0.07295638;0.06701342;0.06233585;0.06490249;0.06246743;0.05457064;0.03802839;0.02716815;0.02943816;0.02734427;0.02035379;0.01536271;0.01329497
4;3;-0.02880869;-0.02799226;-0.0259993;-0.02589038;-0.02577812;-0.02351926;-0.02284431;-0.02211957;-0.02079526;-0.01999302;-0.02061199;-0.02256282;-0.0220656;-0.02015796;-0.01728059;-0.0129985;-0.01093171;-0.01068264;-0.0121242;-0.01362233;-0.01405884;-0.01585473;-0.01429615;-0.01136795;-0.01183826;-0.01079137;-0.009831616999999999;-0.009461675;-0.008448273000000001;-0.01089441;-0.01243296;-0.009745359;-0.006863337;-0.005431059;-0.005437651999999999;-0.005146955;-0.004295731;-0.004437503;-0.005742886;-0.008180932;-0.009081411999999999;-0.007267679;-0.005457251;-0.004038676;-0.0033476590000000002;-0.003044125;-0.0014412939999999999;-0.00111652;-0.0016283410000000002;-0.0004876068;0.0004577272;0.004017197;0.009269669;0.01036455;0.01065054;0.008008453;0.0006400628;9.914442999999999e-05;0.004131412;0.004426127;0.0047495540000000004;0.00360412;0.002658556;0.004777265;0.004211455;0.005431956;0.008504191;0.00772549;0.008624517;0.00948851;0.008941469;0.008689849;0.0025468870000000003;-0.003008929;0.0001928078;0.003095643;0.002759585;0.007196799;0.01168064;0.008639502;0.005945381;0.00579128;0.004186311;0.004928829;0.006041933;0.004471038;0.001874477;-0.00141547;-0.0015706539999999999;-0.0004633126;-0.002041359;-0.001820241;-0.002119301;-0.003876047;-0.001113538;0.0007030634;-0.0009105425;0.0006169117;0.003638035;0.005632283;0.0056738430000000005;0.0032534770000000003;0.003315319;0.004766944;0.0072672940000000005;0.01153733;0.008508822;0.0030144509999999996;0.001914224;-0.0001109393;0.002164201;0.005929612;0.004076882;0.005177152;0.007682136;0.00481882;0.0009797668;-0.0004260622;0.0006343259999999999;0.0012181660000000001;-0.0009472379;-0.00218725;-0.002297113;-0.00242638;-0.0003175566;0.001783946;0.002601135;0.0030639459999999997
4;3;-0.00319103;-0.002518836;-0.004402301;-0.0003771899;0.00339565;0.0011040610000000001;-0.0007803266;-0.00456415;-0.00503415;0.002652285;0.0039731409999999995;-0.002517044;-0.003767772;-0.004409174;-0.004330342;0.0004810303;-0.001118422;-0.002212173;0.001879761;0.0016442870000000001;0.002510972;0.0024753139999999997;0.0008471310000000001;0.00459406;0.009343991999999999;0.01095026;0.008863203;0.009185064;0.01028374;0.006472377;0.0034673670000000003;-0.0006183027;-0.002937487;-0.0003931082;0.001328244;0.002480932;-0.001450833;-0.0037337620000000003;-0.0002776014;-0.002877457;-0.0020257;0.002078636;-0.0019461679999999999;-0.003711182;-0.0038141390000000002;-0.00474952;-0.002409118;-0.002296185;-0.0009424355;0.002090766;0.002388545;0.00294438;0.0009295958;-0.0044242809999999995;-0.007835782;-0.0039716529999999995;0.003976478;0.006126168;0.004823819;0.001764915;-0.004044961;-0.007911122;-0.01056247;-0.009861365;-0.005166708;-0.0007213403999999999;0.002156773;-0.002995326;-0.01272019;-0.01413995;-0.006689525;0.002724252;0.004725160999999999;0.0016305339999999999;0.002957202;0.003011255;0.0004326155;2.194238e-06;-0.00020191080000000003;0.0003996902;-0.00027546900000000003;-0.0028662590000000003;-0.003659198;-0.000732166;0.004028564;0.002616295;-0.0008244623;-0.00016793880000000002;-0.001339277;-0.001259865;0.00018980049999999999;-0.0014274720000000002;-0.00175055;0.0003306119;0.005627477;0.01032043;0.007535305999999999;0.00445761;0.006393703000000001;0.006765185999999999;0.0050379479999999996;0.005012357;0.004311574;0.0034888059999999997;0.002096169;-0.001933024;-0.001556401;0.001957933;0.001134937;-0.001524137;-0.002455202;-0.0016409;3.742558e-06;0.0015068479999999999;0.00040440089999999995;0.0006349856;0.004238607;0.002364889;-0.00397694;-0.007774849;-0.006625133;-0.004244616;-0.001220559;0.0054664019999999995;0.003941603;-0.0006935249;0.002246529;0.0016560379999999999
4;3;0.0013996229999999998;0.002123086;-0.0009119152000000001;-0.00109659;-0.0011543880000000001;-0.0002217507;0.0009541059;9.960934e-05;0.002295311;0.00228825;-0.003276368;-0.008165849000000001;-0.004813752;0.0008818821000000001;-0.00107145;-0.0002204275;0.001109157;-0.002505985;0.0007911713;0.001934095;-0.001988019;-0.0001478451;-0.0009309941999999999;-0.002518127;-0.00023402400000000002;-0.001601166;-0.001717569;-0.0005443126;-0.001045414;0.0034154520000000002;0.007366806;0.006458889000000001;0.0060177469999999995;0.006783903000000001;0.008118861;0.008564739;0.007030061;0.003393708;-0.0007151547;-0.0019216220000000002;9.189756999999999e-05;0.0028943379999999998;0.002686714;0.00144055;0.0007015296000000001;-0.005221235;-0.009959763;-0.0030608540000000004;0.003074051;-0.001044161;-0.0033889420000000003;-0.004849437;-0.008801219;-0.006611754;-0.004771787;-0.006182796999999999;-0.004585545;-0.00173748;0.001277712;0.0009499589999999999;0.00039739660000000004;0.00116911;-0.004662621;-0.008857054;-0.005634004000000001;-0.002266615;-0.0008896228999999999;-0.0010933730000000001;0.0008882092999999999;0.0036770690000000003;0.003144512;0.0028236840000000003;0.0019585410000000003;0.0008049483;0.004323259;0.005885502;0.002609105;0.004195203;0.003579406;-0.004838794;-0.007731406;-0.0028411940000000004;0.002564943;0.00205134;0.0007096193;0.002837933;0.0005693976999999999;0.001148453;0.002648539;-0.000556676;-0.0015144289999999999;-0.0059855509999999995;-0.0068946219999999996;-0.002301618;0.001074849;0.00967852;0.009277621;-0.0001223455;-0.00204006;-0.0015809029999999998;-0.0007381067;-0.003419185;-0.007080436;-0.003392117;-0.003501365;-0.008179198;-0.00989199;-0.00953389;-0.005267287;-0.001454524;-0.001039504;-0.0011992910000000001;-0.00320729;-0.00506958;-0.005935945;-0.006992406;-0.007893625;-0.01208407;-0.01670641;-0.01722542;-0.01491104;-0.00880198;-0.0059776809999999994;-0.008758021999999999;-0.007245216;-0.00447014;-0.003322038;-0.002649013
